Date,Open,High,Low,Close,Volume,CL=F,EURUSD=X,GBPUSD=X,GC=F,SI=F,USDJPY=X,^DJI,^FTSE,^GSPC,^IXIC,^N225,^RUT,^TNX,F,GM,MGM,SBUX,TSLA
2010-01-19,9.050429336525628,9.501326852135067,9.050429336525628,9.448518753051758,48116242.36734761,79.0199966430664,1.4281021356582642,1.6356706619262695,1139.699951171875,18.784000396728516,91.1989974975586,10725.4296875,5513.10009765625,1150.22998046875,2320.39990234375,10764.900390625,649.1500244140625,3.7070000171661377,8.0863037109375,,11.537399291992188,9.773681640625,
2010-01-20,9.42008251733876,9.42008251733876,9.009807326459216,9.030117988586426,89017521.83154528,77.62000274658203,1.4110342264175415,1.6298059225082397,1112.300048828125,17.865999221801758,91.19200134277344,10603.150390625,5420.7998046875,1138.0400390625,2291.25,10737.51953125,639.6099853515625,3.6589999198913574,7.921136856079102,,11.253924369812012,9.653477668762207,
2010-01-21,9.712557192767251,9.97659584144296,9.60694191738711,9.801923751831055,150179023.6095294,76.08000183105469,1.4097015857696533,1.620509147644043,1102.699951171875,17.496000289916992,90.39299774169922,10389.8798828125,5335.10009765625,1116.47998046875,2265.699951171875,10868.41015625,628.3599853515625,3.6110000610351562,7.694031238555908,,10.696423530578613,9.815130233764648,
2010-01-22,9.749112728369614,9.822231462722655,9.432266106773556,9.578502655029297,55422437.94290048,74.54000091552734,1.414107084274292,1.611006498336792,1089.199951171875,16.917999267578125,89.80999755859375,10172.98046875,5303.0,1091.760009765625,2205.2900390625,10590.5498046875,617.1199951171875,3.5980000495910645,7.239822864532471,,10.979897499084473,9.495970726013184,
2010-01-25,9.631313823482959,9.704432581304989,9.489139176957284,9.623189926147461,42125644.31476514,75.26000213623047,1.4150075912475586,1.6250121593475342,1095.199951171875,17.131000518798828,90.41500091552734,10196.8603515625,5260.2998046875,1096.780029296875,2210.800048828125,10512.6904296875,618.1099853515625,3.630000114440918,7.590799808502197,,11.329514503479004,9.284582138061523,
2010-01-26,9.558195326231353,9.895351769588054,9.533821795006288,9.777549743652344,52696265.823113784,74.70999908447266,1.4082324504852295,1.614700198173523,1097.9000244140625,16.84600067138672,89.62999725341797,10194.2900390625,5276.89990234375,1092.1700439453125,2203.72998046875,10325.2802734375,612.1599731445312,3.630000114440918,7.7009124755859375,,11.4240083694458,9.342608451843262,
2010-01-27,9.67193310617613,9.85066709382404,9.598814363813208,9.736927032470703,47720646.19486527,73.66999816894531,1.4030951261520386,1.6178088188171387,1084.4000244140625,16.42799949645996,89.94999694824219,10236.16015625,5217.5,1097.5,2221.409912109375,10252.080078125,618.3800048828125,3.6440000534057617,7.948662281036377,,11.546850204467773,9.288724899291992,
2010-01-28,9.749115057045438,9.781611564169758,9.375399242187108,9.47695255279541,46607062.50134834,73.63999938964844,1.3968042135238647,1.614309310913086,1083.5999755859375,16.20199966430664,89.77799987792969,10120.4599609375,5145.7001953125,1084.530029296875,2179.0,10414.2900390625,607.9299926757812,3.6579999923706055,7.8523149490356445,,11.112188339233398,9.151946067810059,
2010-01-29,9.525699584336387,9.74911691014145,9.290095490761662,9.351027488708496,51778066.79076782,72.88999938964844,1.3866932392120361,1.5984909534454346,1083.0,16.183000564575195,90.2699966430664,10067.330078125,5188.5,1073.8699951171875,2147.35009765625,10198.0400390625,602.0399780273438,3.6089999675750732,7.460043907165527,,10.4507474899292,9.031743049621582,
2010-02-01,9.306342514208028,9.4972623715204,9.302280565840853,9.411958694458008,25410318.279544372,74.43000030517578,1.3926994800567627,1.595252513885498,1104.300048828125,16.652999877929688,90.76000213623047,10185.5302734375,5247.39990234375,1089.18994140625,2171.199951171875,10205.01953125,609.25,3.6540000438690186,7.652740001678467,,11.168879508972168,9.21411418914795,
2010-02-02,9.363211903183245,9.476952903909352,9.310405652431397,9.375399589538574,27251319.975008205,77.2300033569336,1.3976240158081055,1.599206805229187,1117.4000244140625,16.736000061035156,90.4280014038086,10296.849609375,5283.2998046875,1103.3199462890625,2190.06005859375,10371.08984375,614.0499877929688,3.634999990463257,7.838550567626953,,11.225574493408203,9.305306434631348,
2010-02-03,9.330715530892773,9.468828224540772,9.294157073546764,9.436330795288086,32989889.464283556,76.9800033569336,1.3901052474975586,1.5920017957687378,1111.4000244140625,16.309999465942383,90.83999633789062,10270.5498046875,5253.2001953125,1097.280029296875,2190.909912109375,10404.330078125,610.6599731445312,3.703000068664551,8.010603904724121,,10.79091739654541,9.297012329101562,
2010-02-04,9.322593480717373,9.460706201727083,9.099176141582804,9.119486808776855,45003650.461321175,73.13999938964844,1.3744947910308838,1.5769885778427124,1062.4000244140625,15.343000411987305,89.41000366210938,10002.1796875,5139.2998046875,1063.1099853515625,2125.429931640625,10355.98046875,589.6799926757812,3.609999895095825,7.611446380615234,,10.195621490478516,9.040029525756836,
2010-02-05,9.10729848359289,9.257597947409046,9.03417972601199,9.22510051727295,35781204.8194801,71.19000244140625,1.368007779121399,1.565802812576294,1052.199951171875,14.822999954223633,89.22000122070312,10012.23046875,5060.89990234375,1066.18994140625,2141.1201171875,10057.08984375,592.97998046875,3.5460000038146973,7.5082197189331055,,10.337357521057129,8.994438171386719,
2010-02-08,9.233224050089627,9.322591519210695,9.11948489000454,9.135733604431152,19411927.36627204,71.88999938964844,1.3654673099517822,1.5576082468032837,1065.699951171875,15.07800006866455,89.22000122070312,9908.3896484375,5092.2998046875,1056.739990234375,2126.050048828125,9951.8203125,586.489990234375,3.5920000076293945,7.549511432647705,,10.138925552368164,9.081480979919434,
2010-02-09,9.249471828673032,9.302279915103854,9.034178455317225,9.086986541748047,27659052.993368432,73.75,1.378207802772522,1.5693906545639038,1076.699951171875,15.430999755859375,89.76799774169922,10058.6396484375,5111.7998046875,1070.52001953125,2150.8701171875,9932.900390625,595.1699829101562,3.632999897003174,7.673385143280029,,10.129475593566895,9.197537422180176,
2010-02-10,9.062616242126886,9.09511275222178,8.835136069209387,8.920440673828125,35800927.39995856,74.5199966430664,1.3753266334533691,1.5612071752548218,1075.800048828125,15.302000045776367,89.93000030517578,10038.3798828125,5132.0,1068.1300048828125,2147.8701171875,9963.990234375,595.8200073242188,3.694000005722046,7.528863430023193,,9.827103614807129,9.272144317626953,
2010-02-11,8.859508387343599,9.013869796626942,8.749831173687436,8.989497184753418,29713098.57907589,75.27999877929688,1.3681762218475342,1.5702037811279297,1094.199951171875,15.592000007629395,89.80999755859375,10144.1904296875,5161.5,1078.469970703125,2177.409912109375,,605.4600219726562,3.7330000400543213,7.694031238555908,,10.753118515014648,9.350900650024414,
2010-02-12,8.83513499452794,8.956998963574552,8.73764363520054,8.843259811401367,41030624.30098087,74.12999725341797,1.363493800163269,1.5698094367980957,1089.5,15.449000358581543,89.94999694824219,10099.1396484375,5142.5,1075.510009765625,2183.530029296875,10092.1904296875,610.719970703125,3.693000078201294,7.652740001678467,,10.42239761352539,9.367481231689453,
2010-02-16,8.932626244105025,9.151980649333415,8.932626244105025,9.147918701171875,33242141.18476639,77.01000213623047,1.3767088651657104,1.579005479812622,1119.300048828125,16.149999618530273,90.24400329589844,10268.8095703125,5244.10009765625,1094.8699951171875,2214.18994140625,10034.25,620.8400268554688,3.6640000343322754,7.790377616882324,,10.95154857635498,9.483534812927246,
2010-02-17,9.143857659463864,9.241349027258002,9.086987618213064,9.21291446685791,27026125.91607916,77.33000183105469,1.3606922626495361,1.5682092905044556,1119.5,16.097999572753906,91.05000305175781,10309.240234375,5276.60009765625,1099.510009765625,2226.2900390625,10306.830078125,624.8300170898438,3.742000102996826,7.90737247467041,,10.989347457885742,9.595450401306152,
2010-02-18,9.281971227816324,9.298219023603103,9.147920469420482,9.277909278869629,20614956.346502777,79.05999755859375,1.3461486101150513,1.5423054695129395,1118.0,16.059999465942383,91.97699737548828,10392.900390625,5325.10009765625,1106.75,2241.7099609375,10335.6904296875,629.3200073242188,3.802999973297119,7.83167028427124,,10.205071449279785,9.641042709350586,
2010-02-19,9.306343074021196,9.541947138896717,9.12354710244728,9.513511657714844,45327445.60497483,79.80999755859375,1.3615074157714844,1.5464078187942505,1121.300048828125,16.413000106811523,91.54000091552734,10402.349609375,5358.2001953125,1109.1700439453125,2243.8701171875,10123.580078125,631.6199951171875,3.7820000648498535,7.769733905792236,,10.261764526367188,9.6824951171875,
2010-02-22,9.513511270023894,9.546007778042373,9.371336631260249,9.456642150878906,33049512.540968608,80.16000366210938,1.3605626821517944,1.548658847808838,1112.5999755859375,16.222000122070312,91.23500061035156,10383.3798828125,5352.10009765625,1108.010009765625,2242.030029296875,10400.4697265625,632.25,3.7990000247955322,7.7146759033203125,,10.318458557128906,9.491828918457031,
2010-02-23,9.403833954555452,9.424144617008814,9.216975123624048,9.2982177734375,23800702.701070927,78.86000061035156,1.3527040481567383,1.5445923805236816,1102.699951171875,15.887999534606934,90.16000366210938,10282.41015625,5315.10009765625,1094.5999755859375,2213.43994140625,10352.099609375,625.0700073242188,3.690999984741211,7.98307466506958,,9.855452537536621,9.400636672973633,
2010-02-24,9.379461937292758,9.501326852135067,9.302282143872004,9.448518753051758,23238177.963723686,80.0,1.354316234588623,1.5417109727859497,1096.5,15.9399995803833,90.27899932861328,10374.16015625,5342.89990234375,1105.239990234375,2235.89990234375,10198.830078125,630.4299926757812,3.694999933242798,8.072538375854492,,9.864899635314941,9.566435813903809,
2010-02-25,9.342902183532715,9.355088949467152,9.168230114208981,9.342902183532715,36873008.640080936,78.16999816894531,1.3536012172698975,1.5243902206420898,1107.800048828125,16.110000610351562,89.2699966430664,10321.0302734375,5278.2001953125,1102.93994140625,2234.219970703125,10101.9599609375,630.4600219726562,3.6419999599456787,8.106947898864746,,9.874348640441895,9.491828918457031,
2010-02-26,9.330716822726218,9.363213336027421,9.188542160850268,9.351027488708496,36238937.141423084,79.66000366210938,1.3631035089492798,1.523902416229248,1118.300048828125,16.5,88.9209976196289,10325.259765625,5354.5,1104.489990234375,2238.260009765625,10126.0302734375,628.5599975585938,3.5950000286102295,8.079421043395996,,9.959391593933105,9.495970726013184,
2010-03-01,9.391647922613654,9.720680463725659,9.326653067694764,9.700368881225586,43094987.05106921,78.69999694824219,1.356208086013794,1.4978805780410767,1117.800048828125,16.448999404907227,89.1500015258789,10403.7900390625,5405.89990234375,1115.7099609375,2273.570068359375,10172.0595703125,642.6500244140625,3.6059999465942383,8.540511131286621,,10.072782516479492,9.653477668762207,
2010-03-02,9.67193450515799,9.797860428152545,9.667872556761504,9.745052337646484,34866663.89591078,79.68000030517578,1.3620638847351074,1.5028102397918701,1136.9000244140625,17.04400062561035,88.73999786376953,10405.98046875,5484.10009765625,1118.31005859375,2280.7900390625,10221.83984375,648.3099975585938,3.614000082015991,8.409754753112793,,10.101129531860352,9.670055389404297,
2010-03-03,9.578504366037441,9.724741860865926,9.48507587817536,9.550069808959961,33968175.25800743,80.87000274658203,1.3701633214950562,1.5103002786636353,1142.699951171875,17.30900001525879,88.56999969482422,10396.759765625,5533.2001953125,1118.7900390625,2280.679931640625,10253.1396484375,649.260009765625,3.625,8.73320484161377,,10.252315521240234,9.558143615722656,
2010-03-04,9.346963342517798,9.667871973695602,9.326652681309715,9.659748077392578,27101341.165749542,80.20999908447266,1.3584003448486328,1.50360107421875,1132.5999755859375,17.1560001373291,89.16000366210938,10444.1396484375,5527.2001953125,1122.969970703125,2292.31005859375,10145.7197265625,652.469970703125,3.6059999465942383,8.802023887634277,,10.176722526550293,9.500115394592285,
2010-03-05,9.667873243501463,10.135018512643537,9.667873243501463,10.005030632019043,53363598.4477165,81.5,1.3628991842269897,1.5132943391799927,1134.800048828125,17.36199951171875,90.22000122070312,10566.2001953125,5599.7998046875,1138.699951171875,2326.35009765625,10368.9599609375,666.02001953125,3.681999921798706,8.946550369262695,,10.64918041229248,9.686635971069336,
2010-03-08,9.923787605583506,10.13095526483177,9.911599919082713,10.090333938598633,25845344.07871152,81.87000274658203,1.3616927862167358,1.504189133644104,1123.5999755859375,17.25200080871582,90.28600311279297,10552.51953125,5606.7001953125,1138.5,2332.2099609375,10585.919921875,667.1099853515625,3.7079999446868896,8.898374557495117,,10.838163375854492,9.665909767150879,
2010-03-09,10.017216058293616,10.451864799290542,10.013154109778815,10.362497329711914,49560968.26550945,81.48999786376953,1.3606922626495361,1.5016368627548218,1122.0,17.31800079345703,89.98899841308594,10564.3798828125,5602.2998046875,1140.449951171875,2340.679931640625,10567.650390625,669.6300048828125,3.7009999752044678,8.80890941619873,,10.90430736541748,9.790261268615723,
2010-03-10,10.34218735654395,10.48436200719969,10.285317312191523,10.382808685302734,31371562.001429062,82.08999633789062,1.3643310070037842,1.4970060586929321,1107.800048828125,16.993999481201172,90.47000122070312,10567.330078125,5640.60009765625,1145.6099853515625,2358.949951171875,10563.919921875,674.9299926757812,3.7200000286102295,8.822670936584473,,11.235025405883789,10.043099403381348,
2010-03-11,10.33000066070394,10.549356021598486,10.220323440482002,10.334063529968262,51853510.77672964,82.11000061035156,1.3685319423675537,1.507204532623291,1108.0,17.13599967956543,90.64800262451172,10611.83984375,5617.2998046875,1150.239990234375,2368.4599609375,10664.9501953125,677.219970703125,3.7200000286102295,8.884610176086426,,11.027141571044922,10.059675216674805,
2010-03-12,10.394992216464408,10.561540363641978,10.358432844633953,10.54935359954834,34836618.79622185,81.23999786376953,1.376993179321289,1.5216069221496582,1101.5,17.02400016784668,90.54000091552734,10624.6904296875,5625.7001953125,1149.989990234375,2367.659912109375,10751.259765625,676.5900268554688,3.7100000381469727,9.18053150177002,,11.149981498718262,10.063821792602539,
2010-03-15,10.54935465141236,10.821517152436323,10.476235900460866,10.675280570983887,43879958.06492925,79.80000305175781,1.3677457571029663,1.505434513092041,1105.0999755859375,17.08300018310547,90.31999969482422,10642.150390625,5593.89990234375,1150.510009765625,2362.2099609375,10751.98046875,674.4099731445312,3.7039999961853027,9.22182559967041,,10.753118515014648,10.121853828430176,
2010-03-16,10.776833925179629,10.910884662330998,10.65903190169063,10.882450103759766,42099955.63077334,81.69999694824219,1.3768794536590576,1.5236934423446655,1122.199951171875,17.33300018310547,90.29000091552734,10685.98046875,5620.39990234375,1159.4599609375,2378.010009765625,10721.7099609375,679.5800170898438,3.6530001163482666,9.283763885498047,,11.622440338134766,10.482458114624023,
2010-03-17,10.89057412919344,11.109929465103884,10.874325415338859,10.959630012512207,35250778.8268894,82.93000030517578,1.3738338947296143,1.5317922830581665,1124.0,17.50200080871582,90.40299987792969,10733.669921875,5644.60009765625,1166.2099609375,2389.090087890625,10846.98046875,683.97998046875,3.6419999599456787,9.703564643859863,,11.584643363952637,10.59437084197998,
2010-03-18,11.032747616802455,11.170860301044119,10.935256256134776,11.154611587524414,27622133.892578896,82.19999694824219,1.361396312713623,1.5253669023513794,1127.4000244140625,17.406999588012695,90.4800033569336,10779.169921875,5642.60009765625,1165.8299560546875,2391.280029296875,10744.0302734375,681.6099853515625,3.671999931335449,9.448928833007812,,11.253924369812012,10.3705472946167,
2010-03-19,11.231793145075951,11.284601237939532,10.984003236421199,11.04493522644043,49565555.48634738,80.68000030517578,1.353692889213562,1.5017945766448975,1107.4000244140625,17.017000198364258,90.5199966430664,10741.98046875,5650.10009765625,1159.9000244140625,2374.409912109375,10824.7197265625,673.8900146484375,3.687000036239624,9.146125793457031,,11.102739334106445,10.349820137023926,
2010-03-22,10.862138381999928,11.048996285593722,10.813393162088694,10.99618911743164,31779063.891714487,81.25,1.356704831123352,1.5108022689819336,1099.300048828125,16.920000076293945,90.33999633789062,10785.8896484375,5644.5,1165.81005859375,2395.39990234375,,682.9099731445312,3.6630001068115234,9.627863883972168,,11.830324172973633,10.461737632751465,
2010-03-23,10.975877968044767,11.057120611254067,10.854014003230816,10.98806381225586,25093391.867081285,81.91000366210938,1.3468012809753418,1.5021330118179321,1103.5,17.011999130249023,90.36599731445312,10888.830078125,5673.60009765625,1174.1700439453125,2415.239990234375,10774.150390625,690.2999877929688,3.680000066757202,9.565927505493164,,11.811422348022461,10.532196044921875,
2010-03-24,10.959630023379972,11.04493462063791,10.910884802218456,10.943381309509277,25798102.10753622,80.61000061035156,1.3331022262573242,1.4898910522460938,1088.5999755859375,16.625999450683594,92.01399993896484,10836.150390625,5677.89990234375,1167.719970703125,2398.760009765625,10815.0302734375,683.6799926757812,3.8289999961853027,9.565927505493164,,11.764179229736328,10.482458114624023,
2010-03-25,11.252103417722244,11.524266849295177,11.187109481381894,11.195234298706055,73997581.9476261,80.52999877929688,1.3307074308395386,1.4844944477081299,1092.699951171875,16.726999282836914,92.51300048828125,10841.2099609375,5727.7001953125,1165.72998046875,2397.409912109375,10828.849609375,679.0999755859375,3.9010000228881836,9.497106552124023,,11.310619354248047,10.034807205200195,
2010-03-26,11.223669600787302,11.272414826154968,11.081494032488541,11.150550842285156,26394114.34998345,80.0,1.3410038948059082,1.4898022413253784,1104.199951171875,16.893999099731445,92.50700378417969,10850.3603515625,5703.0,1166.5899658203125,2395.1298828125,10996.3701171875,678.969970703125,3.8550000190734863,9.538397789001465,,11.773627281188965,10.192317008972168,
2010-03-29,11.17086084617976,11.178985663561376,11.03681102411433,11.081493377685547,25985459.16926641,82.16999816894531,1.3481086492538452,1.498194694519043,1110.300048828125,17.37299919128418,92.48999786376953,10895.8603515625,5710.7001953125,1173.219970703125,2404.360107421875,10986.4697265625,682.25,3.864000082015991,9.338818550109863,,11.792524337768555,10.200604438781738,
2010-03-30,11.162738488220947,11.170862386271988,10.94338311588497,11.024625778198242,25184209.9105188,82.37000274658203,1.3424079418182373,1.5074089765548706,1104.5,17.31599998474121,92.81999969482422,10907.419921875,5672.2998046875,1173.27001953125,2410.68994140625,11097.1396484375,683.9400024414062,3.868000030517578,9.139245986938477,,11.537399291992188,10.179879188537598,
2010-03-31,10.967753204194008,11.04493389970408,10.90682122149403,10.955567359924316,18456109.755461022,83.76000213623047,1.3508037328720093,1.5183724164962769,1113.300048828125,17.511999130249023,93.5199966430664,10856.6298828125,5679.60009765625,1169.4300537109375,2397.9599609375,11089.9404296875,678.6400146484375,3.8329999446868896,8.650623321533203,,11.338968276977539,10.059675216674805,
2010-04-01,11.016498590098607,11.08555539048152,10.784957420489503,10.793082237243652,33084366.98487626,84.87000274658203,1.3584003448486328,1.5291922092437744,1125.0999755859375,17.875999450683594,93.8499984741211,10927.0703125,5744.89990234375,1178.0999755859375,2402.580078125,11244.400390625,683.97998046875,3.8589999675750732,8.691916465759277,,11.376762390136719,10.047242164611816,
2010-04-05,10.764648247547393,11.2399173767412,10.764648247547393,11.11805248260498,29331504.695454992,86.62000274658203,1.34890878200531,1.5298004150390625,1132.9000244140625,18.104000091552734,94.33000183105469,10973.5498046875,,1187.43994140625,2429.530029296875,11339.2998046875,697.6500244140625,3.99399995803833,8.788261413574219,,12.444514274597168,10.242860794067383,
2010-04-06,11.05305814855389,11.154611456294115,10.923070282826615,11.077431678771973,35297560.06956414,86.83999633789062,1.3401951789855957,1.5270905494689941,1135.0999755859375,17.91699981689453,93.79399871826172,10969.990234375,5780.39990234375,1189.43994140625,2436.81005859375,11282.3203125,701.47998046875,3.9679999351501465,8.740089416503906,,12.813033103942871,10.238696098327637,
2010-04-07,11.000252583174982,11.036811963377072,10.829643369499458,10.90682315826416,40600879.216576435,85.87999725341797,1.3348461389541626,1.5242043733596802,1152.300048828125,18.184999465942383,93.30899810791016,10897.51953125,5762.10009765625,1182.449951171875,2431.159912109375,11292.830078125,699.4600219726562,3.86299991607666,8.657505989074707,,12.614601135253906,10.367725372314453,
2010-04-08,10.711840357618044,10.862138893125543,10.626535758534043,10.74839973449707,45914967.98305913,85.38999938964844,1.336112380027771,1.5283042192459106,1152.199951171875,18.115999221801758,93.41999816894531,10927.0703125,5712.7001953125,1186.43994140625,2436.81005859375,11168.2001953125,699.6400146484375,3.8959999084472656,8.691916465759277,,13.9185791015625,10.334427833557129,
2010-04-09,10.744336531938803,10.809330460775984,10.675279734683286,10.784956932067871,21872555.90244961,84.91999816894531,1.3500925302505493,1.536995530128479,1161.0999755859375,18.34000015258789,93.16000366210938,10997.349609375,5771.0,1194.3699951171875,2454.050048828125,11204.33984375,702.9500122070312,3.888000011444092,8.753852844238281,,13.984724044799805,10.288640975952148,
2010-04-12,10.821517240067012,10.882450146653715,10.768709150568796,10.817455291748047,18371261.44235824,84.33999633789062,1.3596007823944092,1.5373972654342651,1161.5999755859375,18.402999877929688,93.18299865722656,11005.9697265625,5777.7001953125,1196.47998046875,2457.8701171875,11251.900390625,705.0599975585938,3.8459999561309814,8.788261413574219,,14.211501121520996,10.192911148071289,
2010-04-13,10.776833719281717,10.821516990661621,10.663094566719284,10.821516990661621,26576881.127326734,84.05000305175781,1.3608589172363281,1.5377753973007202,1152.800048828125,18.238000869750977,93.18000030517578,11019.419921875,5761.7001953125,1197.300048828125,2465.989990234375,11161.23046875,707.030029296875,3.811000108718872,8.802023887634277,,14.56112289428711,10.292802810668945,
2010-04-14,10.902759468290109,11.008374722767833,10.845890353114005,10.984002113342285,33801229.80962667,85.83999633789062,1.3655978441238403,1.5472211837768555,1159.0,18.40399932861328,93.31800079345703,11123.1103515625,5796.2998046875,1210.6500244140625,2504.860107421875,11204.900390625,722.4000244140625,3.8550000190734863,9.18741512298584,,14.56112289428711,10.338587760925293,
2010-04-15,11.036810712983547,11.053058506387563,10.93525648150505,10.959630012512207,32323017.64188729,85.51000213623047,1.3574045896530151,1.54655122756958,1159.699951171875,18.423999786376953,93.04000091552734,11144.5703125,5825.0,1211.6700439453125,2515.68994140625,11273.7900390625,724.2100219726562,3.8480000495910645,9.469576835632324,,13.767394065856934,10.4592866897583,
2010-04-16,10.955569576457574,10.979942190378535,10.65090960131881,10.695592880249023,46769429.72956687,83.23999786376953,1.3504024744033813,1.536405086517334,1136.300048828125,17.66900062561035,92.1500015258789,11018.66015625,5744.0,1192.1300048828125,2481.260009765625,11102.1796875,714.6199951171875,3.7699999809265137,9.235589981079102,,13.578412055969238,10.388532638549805,
2010-04-19,10.642784082576801,10.715902839977982,10.459988109524485,10.691530227661133,26414981.729745127,81.44999694824219,1.348726749420166,1.533530592918396,1135.199951171875,17.725000381469727,92.45999908447266,11092.0498046875,5727.89990234375,1197.52001953125,2480.110107421875,10908.76953125,711.4000244140625,3.806999921798706,9.359466552734375,,13.257140159606934,10.36356258392334,
2010-04-20,10.756522196746792,10.797143516649996,10.650906949088554,10.724024772644043,29324851.363539845,83.44999694824219,1.343508243560791,1.5363816022872925,1138.5999755859375,17.815000534057617,93.1709976196289,11117.0595703125,5783.7001953125,1207.1700439453125,2500.31005859375,10900.6796875,721.5499877929688,3.805000066757202,9.572805404663086,,14.1737060546875,10.513396263122559,
2010-04-21,10.699654807242785,10.797145254340196,10.520919866362568,10.679343223571777,61746942.50641213,83.68000030517578,1.3389928340911865,1.5413308143615723,1148.199951171875,18.072999954223633,93.05400085449219,11124.919921875,5723.39990234375,1205.93994140625,2504.610107421875,11090.0498046875,726.1900024414062,3.73799991607666,9.724210739135742,,14.258746147155762,10.567502975463867,
2010-04-22,9.927847256298584,10.078146694779342,9.70849286143288,10.065959930419922,130075194.96586895,83.69999694824219,1.3269991874694824,1.5373972654342651,1142.300048828125,18.006000518798828,93.39800262451172,11134.2900390625,5665.2998046875,1208.6700439453125,2519.070068359375,10949.08984375,734.3099975585938,3.7720000743865967,9.772383689880371,,14.872944831848145,11.341645240783691,
2010-04-23,10.053775881714733,10.082210443030016,9.91566318293197,9.972533226013184,59754131.26129451,85.12000274658203,1.338401436805725,1.5382012128829956,1153.0999755859375,18.18899917602539,93.94999694824219,11204.2802734375,5723.7001953125,1217.280029296875,2530.14990234375,10914.4599609375,741.9199829101562,3.816999912261963,9.779264450073242,,15.01468276977539,11.345809936523438,
2010-04-26,9.923787752313258,10.07002434482463,9.826295463371514,9.976594924926758,50339060.97585917,84.19999694824219,1.3401232957839966,1.5467904806137085,1153.5,18.333999633789062,93.9000015258789,11205.0302734375,5753.89990234375,1212.050048828125,2522.949951171875,11165.7900390625,738.8599853515625,3.815000057220459,9.951313972473145,,15.723365783691406,11.39991569519043,
